Cust_ID,fitness_gym,hiking_running,teamgames,outdooractivities,totalproducts,total_spent,Avg_Spent,Days_Since_Last_Purchase,cluster_label
4348,33,57,228,32,6,350,59,104,0
4349,34,45,75,35,9,189,21,152,2
4351,30,25,96,33,5,184,37,71,2
4352,27,26,66,35,4,154,39,71,2
4353,28,27,64,33,3,152,51,61,2
4356,26,38,178,35,5,277,56,74,2
4357,26,39,178,35,5,278,56,75,2
4358,35,55,201,34,5,325,65,81,0
4359,36,54,201,34,5,325,65,81,0
4361,35,50,124,34,4,243,61,64,2
4363,30,50,209,33,4,322,81,114,0
4364,29,28,150,33,4,240,60,73,2
4366,30,50,209,33,4,322,81,114,0
4367,34,48,86,33,3,201,67,60,2
4368,35,50,124,34,4,243,61,64,2
4372,32,35,100,32,6,199,34,78,2
4374,32,45,149,32,3,258,86,93,0
4375,32,45,148,32,3,257,86,91,0
4377,32,35,100,32,6,199,34,78,2
4378,37,25,72,32,4,166,42,98,2
4379,34,36,74,36,4,180,45,60,2
4383,31,53,203,35,6,322,54,88,1
4385,36,34,149,32,4,251,63,64,2
4387,42,66,195,33,5,336,68,97,0
4388,43,65,195,32,5,335,67,98,0
4389,31,53,203,35,6,322,54,88,1
4394,32,28,137,33,6,230,39,71,2
4395,30,33,42,34,5,139,28,95,2
4399,51,47,207,34,5,339,68,117,0
4400,44,46,202,33,5,325,65,108,0
4401,31,38,120,34,4,223,56,64,2
4402,32,31,168,34,4,265,67,72,2
4405,71,38,253,32,5,394,79,108,0
4407,48,42,198,33,5,321,65,116,0
4410,32,30,134,33,7,229,33,79,2
4411,34,26,146,35,6,241,41,83,2
4412,31,49,83,36,7,199,29,81,2
4413,39,32,47,35,4,153,39,70,2
4414,24,38,82,34,4,178,45,71,2
4415,41,52,120,33,5,246,50,80,2
4417,47,52,201,30,3,330,110,125,0
4422,34,40,86,32,5,192,39,74,2
4423,40,47,200,33,5,320,64,108,0
4424,22,48,126,33,5,229,46,97,2
4426,31,34,86,35,4,186,47,109,2
4428,32,44,216,33,4,325,82,87,0
4431,30,31,89,33,6,183,31,69,2
4432,28,48,111,34,4,221,56,78,2
4435,45,53,204,34,5,336,68,108,0
4437,29,33,98,32,6,192,32,70,2
4438,29,34,52,33,4,148,37,90,2
4439,33,36,99,33,4,201,51,79,2
4440,38,36,100,34,4,208,52,73,2
4441,40,47,121,33,4,241,61,79,2
4442,38,46,121,33,5,238,48,80,2
4444,29,28,139,33,6,229,39,72,2
4446,34,35,65,37,4,171,43,96,2
4447,7,33,115,33,4,188,47,111,2
4448,37,169,247,32,6,485,81,78,1
4449,29,53,262,32,5,376,76,111,0
4450,34,52,200,32,6,318,53,75,1
4452,39,28,103,37,6,207,35,96,2
4456,31,27,75,34,6,167,28,95,2
4457,26,27,123,34,4,210,53,102,2
4458,36,34,105,34,7,209,30,104,2
4459,33,37,120,32,5,222,45,122,2
4460,28,47,131,33,4,239,60,85,2
4463,39,28,103,37,6,207,35,96,2
4464,46,32,88,35,5,201,41,89,2
4467,23,18,108,32,3,181,61,74,2
4468,29,28,85,33,3,175,59,81,2
4469,32,21,42,33,5,128,26,78,2
4471,36,29,67,38,9,170,19,149,2
4472,32,45,54,34,9,165,19,94,2
4475,31,40,223,34,4,328,82,113,0
4476,55,45,179,31,4,310,78,131,0
4477,33,27,54,35,4,149,38,91,2
4480,28,33,84,31,4,176,44,94,2
4481,30,39,168,33,4,270,68,93,0
4484,30,33,128,33,4,224,56,80,2
4487,34,40,109,32,4,215,54,61,2
4488,36,32,140,31,4,239,60,77,2
4489,29,35,55,33,3,152,51,120,2
4490,30,41,141,33,4,245,62,96,2
4491,46,54,264,34,5,398,80,123,0
4495,39,55,218,35,5,347,70,98,0
4497,28,32,91,31,4,182,46,81,2
4498,26,50,246,35,5,357,72,115,0
4499,37,31,118,36,6,222,37,93,2
4502,25,35,72,35,5,167,34,82,2
4503,32,34,93,35,6,194,33,96,2
4504,26,73,155,32,5,286,58,96,0
4505,46,47,205,33,4,331,83,115,0
4506,25,35,72,35,5,167,34,82,2
4509,20,31,196,34,5,281,57,105,2
4512,30,46,163,32,4,271,68,105,0
4513,38,41,77,32,5,188,38,78,2
4515,26,53,63,34,4,176,44,113,2
4516,40,33,52,33,4,158,40,82,2
4517,28,19,72,32,5,151,31,71,2
4518,32,38,171,33,4,274,69,94,0
4519,40,32,213,31,5,316,64,69,0
4522,31,29,143,32,5,235,47,97,2
4524,30,38,196,32,5,296,60,123,0
4525,33,28,61,34,8,156,20,69,2
4526,31,36,117,31,3,215,72,101,0
4527,31,36,117,31,3,215,72,101,0
4528,29,46,260,32,5,367,74,95,0
4530,33,28,61,34,8,156,20,69,2
4531,32,38,200,33,5,303,61,125,0
4532,31,29,143,32,5,235,47,97,2
4535,27,30,118,34,4,209,53,67,2
4536,30,38,196,32,5,296,60,123,0
4537,29,39,198,33,4,299,75,97,0
4539,34,36,159,34,4,263,66,105,0
4540,30,22,201,32,6,285,48,70,2
4544,31,16,0,35,6,82,14,95,2
4545,28,26,138,35,4,227,57,83,2
4546,28,26,138,35,4,227,57,83,2
4548,52,78,182,32,4,344,86,86,0
4549,25,42,134,32,6,233,39,64,2
4551,25,41,134,32,5,232,47,65,2
4553,30,36,76,34,6,176,30,81,2
4554,24,42,137,33,4,236,59,84,2
4555,38,34,73,29,6,174,29,92,2
4556,30,31,64,31,6,156,26,93,2
4557,22,44,176,35,5,277,56,73,1
4559,34,40,214,32,6,320,54,97,0
4561,38,112,251,32,5,433,87,70,0
4562,29,21,73,32,5,155,31,94,2
4565,30,51,261,32,5,374,75,89,0
4567,31,21,76,31,3,159,53,108,2
4568,30,25,91,32,4,178,45,73,2
4569,31,21,76,31,3,159,53,108,2
4570,24,50,133,32,4,239,60,66,2
4571,22,39,136,33,5,230,46,87,2
4572,30,51,261,32,5,374,75,89,0
4573,40,56,192,32,5,320,64,106,0
4575,39,26,133,33,4,231,58,90,2
4577,20,44,207,31,5,302,61,101,0
4578,26,34,95,31,3,186,62,95,2
4579,42,16,69,33,3,160,54,87,2
4582,32,29,70,33,3,164,55,104,2
4585,28,39,176,32,4,275,69,85,0
4589,32,32,57,36,3,157,53,114,2
4593,28,39,161,32,4,260,65,85,0
4594,34,37,39,32,4,142,36,98,2
4596,33,35,86,32,6,186,31,91,2
4598,28,39,161,32,4,260,65,85,0
4600,27,38,182,32,4,279,70,85,0
4601,28,34,116,34,5,212,43,101,2
4603,36,34,84,33,5,187,38,82,2
4604,36,37,60,32,4,165,42,96,2
4605,32,36,89,34,4,191,48,130,2
4607,33,30,37,35,3,135,45,110,2
4608,50,54,285,31,6,420,70,106,0
4611,37,26,75,33,4,171,43,85,2
4613,34,40,243,32,4,349,88,68,0
4614,30,20,151,31,4,232,58,70,2
4615,37,42,202,32,6,313,53,92,0
4616,30,35,71,32,3,168,56,113,2
4617,31,37,108,32,4,208,52,89,2
4619,35,29,169,32,3,265,89,59,0
4620,29,46,173,35,5,283,57,62,1
4623,37,42,202,32,6,313,53,92,0
4624,29,45,108,39,6,221,37,125,2
4625,30,24,173,31,3,258,86,73,0
4627,37,50,194,33,6,314,53,77,1
4629,29,24,187,33,5,273,55,78,2
4630,25,42,217,34,4,318,80,89,0
4632,38,45,201,33,5,317,64,106,0
4633,47,42,207,33,6,329,55,92,0
4634,33,26,70,33,5,162,33,87,2
4637,45,27,80,32,5,184,37,99,2
4639,37,45,187,33,4,302,76,114,0
4642,100,154,139,31,4,424,106,102,0
4643,30,44,221,33,5,328,66,71,0
4644,26,34,142,32,6,234,39,77,2
4646,53,41,86,32,4,212,53,98,2
4649,24,39,172,37,5,272,55,194,0
4650,38,126,232,31,6,427,72,105,0
4652,36,42,166,32,5,276,56,82,2
4653,31,36,102,33,4,202,51,63,2
4655,41,16,38,33,4,128,32,62,2
4658,48,26,110,30,5,214,43,79,2
4659,54,46,172,33,7,305,44,114,2
4660,54,46,172,33,7,305,44,114,2
4661,43,30,105,32,6,210,35,86,2
4663,80,38,247,31,5,396,80,133,0
4664,38,45,241,33,4,357,90,110,0
4665,80,38,247,31,5,396,80,133,0
4667,38,33,58,33,5,162,33,84,2
4668,43,29,94,32,5,198,40,62,2
4670,38,28,131,32,4,229,58,76,2
4672,41,39,79,34,4,193,49,104,2
4673,33,42,194,34,6,303,51,85,2
4675,30,39,164,32,4,265,67,80,0
4681,51,29,74,36,4,190,48,66,2
4682,32,24,45,34,5,135,27,84,2
4683,35,30,101,34,7,200,29,89,2
4685,32,24,45,34,5,135,27,84,2
4686,34,41,183,33,4,291,73,94,0
4687,37,24,38,31,4,130,33,68,2
4688,38,31,57,32,3,158,53,76,2
4689,35,30,101,34,7,200,29,89,2
4690,47,40,204,33,5,324,65,117,0
4691,52,43,97,32,5,224,45,84,2
4693,49,32,152,30,5,263,53,59,2
4696,50,45,91,34,5,220,44,86,2
4697,27,22,118,35,4,202,51,100,2
4698,40,33,49,31,5,153,31,90,2
4701,26,40,152,33,4,251,63,74,2
4702,45,45,82,33,5,205,41,96,2
4706,49,47,125,32,6,253,43,87,2
4707,46,47,231,32,5,356,72,89,0
4709,46,33,77,32,6,188,32,75,2
4710,39,36,67,33,4,175,44,97,2
4711,34,43,138,33,7,248,36,80,2
4712,39,52,273,32,5,396,80,78,0
4714,32,40,109,34,4,215,54,93,2
4715,37,34,97,34,5,202,41,91,2
4717,39,31,29,32,6,131,22,103,2
4719,42,49,203,33,5,327,66,109,0
4720,34,43,138,33,7,248,36,80,2
4723,39,52,273,32,5,396,80,78,0
4724,38,52,191,32,5,313,63,97,0
4726,38,43,136,33,6,250,42,66,2
4728,38,39,61,33,4,171,43,93,2
4729,38,47,59,33,4,177,45,86,2
4730,26,61,280,32,5,399,80,115,0
4732,35,34,69,33,4,171,43,94,2
4734,39,57,264,34,5,394,79,107,0
4737,43,42,135,32,5,252,51,90,2
4739,39,57,264,34,5,394,79,107,0
4740,32,38,93,34,4,197,50,65,2
4741,50,45,76,33,4,204,51,91,2
4742,27,40,73,37,4,177,45,108,2
4743,36,39,286,34,4,395,99,93,0
4744,36,39,286,34,4,395,99,93,0
4745,36,39,286,34,4,395,99,93,0
4746,40,38,199,33,5,310,62,101,0
4747,36,39,286,34,4,395,99,93,0
4748,40,38,199,33,5,310,62,101,0
4750,36,39,286,34,4,395,99,93,0
4751,123,35,71,32,4,261,66,107,0
4754,34,20,116,33,4,203,51,94,2
4757,37,19,75,32,5,163,33,95,2
4760,42,33,226,30,5,331,67,84,0
4763,36,24,118,32,7,210,30,76,2
4764,52,37,72,34,4,195,49,88,2
4767,38,19,58,32,4,147,37,78,2
4768,26,43,150,32,6,251,42,84,2
4769,46,36,96,32,4,210,53,119,2
4770,39,48,77,31,4,195,49,80,2
4771,36,42,96,31,3,205,69,90,0
4772,34,36,96,31,3,197,66,95,2
4773,35,38,104,31,3,208,70,93,0
4775,39,48,77,31,4,195,49,80,2
4776,22,50,139,34,4,245,62,100,2
4777,35,51,165,32,4,283,71,79,0
4778,40,46,112,31,4,229,58,87,2
4779,38,27,50,34,4,149,38,87,2
4784,40,41,129,34,4,244,61,105,2
4785,59,46,153,32,6,290,49,66,2
4786,37,27,53,34,4,151,38,98,2
4787,36,55,141,32,5,264,53,98,2
4789,30,26,56,35,6,147,25,87,2
4791,37,25,138,31,4,231,58,94,2
4792,33,38,105,34,4,210,53,79,2
4793,32,36,93,34,5,195,39,63,2
4794,42,37,141,33,5,253,51,92,2
4795,38,44,143,31,3,256,86,91,0
4796,44,27,96,31,4,198,50,103,2
4797,38,44,143,31,3,256,86,91,0
4798,40,32,117,33,5,222,45,96,2
4800,44,27,96,31,4,198,50,103,2
4801,34,22,47,34,4,137,35,90,2
4802,38,44,143,31,3,256,86,91,0
4803,34,35,227,35,4,331,83,90,0
4804,36,33,90,32,4,191,48,84,2
4805,39,31,97,33,8,200,25,78,2
4806,42,45,121,32,9,240,27,80,2
4807,24,45,160,37,6,266,45,95,2
4808,34,40,224,32,4,330,83,112,0
4809,23,53,173,33,5,282,57,85,2
4810,44,43,172,32,3,291,97,108,0
4811,32,41,75,34,4,182,46,79,2
4812,45,41,130,31,4,247,62,123,0
4813,20,33,67,35,5,155,31,73,2
4814,33,104,80,33,6,250,42,76,1
4819,53,102,67,31,6,253,43,75,2
4821,34,37,65,31,7,167,24,97,2
4824,40,41,48,32,4,161,41,91,2
4825,30,46,131,35,5,242,49,94,2
4826,37,55,203,32,5,327,66,108,0
4827,42,54,196,33,5,325,65,114,0
4828,26,47,104,36,6,213,36,98,2
4829,57,56,194,31,4,338,85,116,0
4830,37,38,115,31,8,221,28,83,2
4831,32,38,163,33,3,266,89,62,0
4834,28,45,97,34,3,204,68,113,0
4835,39,35,96,32,3,202,68,100,0
4836,35,39,117,33,4,224,56,99,2
4839,42,36,86,33,5,197,40,85,2
4840,42,36,37,32,5,147,30,75,2
4844,29,59,143,32,4,263,66,93,0
4848,35,39,117,33,4,224,56,99,2
4849,45,43,105,32,5,225,45,108,2
4850,37,43,214,32,5,326,66,120,0
4852,16,29,79,34,4,158,40,93,2
4853,40,42,108,32,5,222,45,110,2
4854,31,45,266,32,5,374,75,95,0
4855,31,45,266,32,5,374,75,95,0
4856,31,45,266,32,5,374,75,95,0
4857,31,45,266,32,5,374,75,95,0
4858,31,45,266,32,5,374,75,95,0
4859,31,45,266,32,5,374,75,95,0
4860,32,30,49,34,4,145,37,80,2
4863,12,35,150,35,4,232,58,116,2
4866,20,43,119,34,4,216,54,95,2
4868,36,61,243,35,6,375,63,98,1
4869,29,44,105,32,4,210,53,77,2
4871,32,45,98,32,6,207,35,85,2
4872,32,38,84,35,5,189,38,96,2
4873,31,39,112,36,6,218,37,96,2
4874,2,43,119,33,5,197,40,88,2
4875,30,60,100,34,5,224,45,85,2
4877,36,61,243,35,6,375,63,98,1
4880,30,51,59,33,5,173,35,76,2
4881,36,39,120,32,7,227,33,99,2
4883,25,35,101,30,2,191,96,94,0
4884,31,46,97,32,6,206,35,96,2
4886,31,46,97,32,6,206,35,96,2
4887,14,184,159,31,4,388,97,91,0
4888,42,44,197,33,5,316,64,116,0
4889,37,43,97,32,4,209,53,66,2
4892,35,40,58,30,6,163,28,85,2
4893,28,43,145,35,6,251,42,75,2
4895,42,44,197,33,5,316,64,116,0
4896,50,47,200,33,4,330,83,110,0
4898,32,29,101,31,3,193,65,87,2
4899,37,43,97,32,4,209,53,66,2
4900,33,44,43,33,3,153,51,77,2
4901,28,32,107,33,3,200,67,82,2
4903,30,33,47,34,4,144,36,97,2
4905,30,33,47,34,4,144,36,97,2
4906,29,37,159,30,4,255,64,180,0
4907,28,39,192,33,4,292,73,75,0
4910,29,47,104,37,6,217,37,123,2
4911,28,32,41,32,6,133,23,92,2
4915,37,36,54,33,5,160,32,87,2
4916,32,43,129,34,5,238,48,88,2
4918,28,47,106,37,5,218,44,104,2
4919,36,50,225,32,5,343,69,85,0
4920,33,40,52,34,5,159,32,71,2
4922,31,37,90,33,5,191,39,71,2
4927,29,38,81,34,4,182,46,74,2
4929,33,48,176,32,5,289,58,101,0
4930,32,46,172,32,5,282,57,103,0
4931,28,59,108,34,4,229,58,85,2
4932,22,47,146,33,6,248,42,98,2
4935,29,48,249,31,6,357,60,108,0
4936,29,48,249,31,6,357,60,108,0
4937,28,46,221,33,4,328,82,62,0
4938,27,50,165,32,5,274,55,79,2
4941,32,59,126,33,4,250,63,90,2
4943,29,48,249,31,6,357,60,108,0
4944,24,58,188,33,5,303,61,120,0
4948,27,47,205,35,5,314,63,82,1
4949,28,60,148,32,6,268,45,97,2
4950,28,34,35,34,4,131,33,103,2
4952,28,32,118,32,4,210,53,87,2
4956,33,33,150,33,4,249,63,81,2
4957,28,34,102,31,4,195,49,85,2
4961,28,60,148,32,6,268,45,97,2
4965,21,32,42,31,4,126,32,87,2
4970,21,32,42,31,4,126,32,87,2
4971,26,51,145,36,5,258,52,107,2
4972,24,34,40,31,4,129,33,105,2
4977,27,30,77,33,4,167,42,112,2
4978,49,46,262,31,4,388,97,143,0
4980,35,45,144,32,4,256,64,107,0
4983,30,44,174,34,6,282,47,98,2
4986,49,46,262,31,4,388,97,143,0
4987,35,96,71,31,5,233,47,78,2
4989,30,26,100,31,4,187,47,91,2
4990,30,26,99,31,4,186,47,93,2
4991,26,36,111,31,4,204,51,91,2
4994,46,47,201,33,5,327,66,104,0
4995,28,32,185,32,5,277,56,99,2
4997,32,52,219,35,6,338,57,108,0
4999,18,54,158,33,5,263,53,74,2
5001,18,54,158,33,5,263,53,74,2
5002,25,24,125,30,5,204,41,108,2
5004,32,37,99,33,5,201,41,70,2
5005,33,37,129,34,5,233,47,81,2
5007,30,41,216,33,5,320,64,119,0
5010,17,36,153,32,6,238,40,93,2
5013,35,32,173,33,4,273,69,88,0
5017,40,32,213,32,5,317,64,90,0
5018,30,31,55,35,4,151,38,106,2
5019,49,60,344,31,4,484,121,86,0
5021,28,26,44,31,6,129,22,78,2
5023,27,34,104,35,7,200,29,74,2
5025,40,47,286,35,8,408,51,103,1
5026,26,39,154,35,5,254,51,119,2
5027,27,34,104,35,7,200,29,74,2
5028,39,51,287,35,8,412,52,104,1
5029,40,47,286,35,8,408,51,103,1
5030,39,47,286,35,8,407,51,101,1
5031,29,44,102,34,4,209,53,97,2
5032,27,37,29,32,6,125,21,86,2
5033,29,76,99,31,4,235,59,75,2
5038,22,52,201,34,4,309,78,80,0
5041,27,35,80,32,3,174,58,70,2
5042,22,42,79,34,3,177,59,92,2
5043,44,57,289,32,5,422,85,121,0
5044,32,33,112,33,7,210,30,115,2
5045,30,57,195,33,4,315,79,90,0
5047,29,34,80,34,5,177,36,85,2
5048,32,33,112,33,7,210,30,115,2
5049,29,29,93,31,4,182,46,99,2
5050,29,29,93,31,4,182,46,99,2
5052,30,38,129,34,5,231,47,79,2
5053,0,33,48,34,4,115,29,96,2
5056,31,37,95,36,4,199,50,111,2
5057,20,27,52,35,8,134,17,73,2
5058,28,56,259,31,3,374,125,124,0
5061,34,40,67,34,4,175,44,94,2
5063,41,46,192,33,5,312,63,108,0
5064,34,40,67,34,4,175,44,97,2
5065,34,40,67,34,4,175,44,94,2
5066,27,47,239,32,4,345,87,110,0
5067,36,31,40,34,3,141,47,83,2
5068,28,56,259,31,3,374,125,124,0
5069,30,42,111,32,6,215,36,161,2
5071,36,45,133,34,6,248,42,80,2
5074,45,60,232,35,6,372,62,78,1
5075,24,32,52,32,3,140,47,75,2
5076,24,37,97,32,4,190,48,95,2
5077,45,60,232,35,6,372,62,78,1
5078,28,39,59,34,6,160,27,90,2
5079,27,38,73,33,6,171,29,93,2
5080,30,47,113,34,4,224,56,92,2
5085,33,39,76,32,4,180,45,72,2
5086,19,64,136,32,5,251,51,92,2
5087,20,36,87,32,5,175,35,81,2
5089,24,37,97,32,4,190,48,95,2
5090,44,57,104,32,3,237,79,80,0
5091,27,36,162,33,4,258,65,87,2
5092,27,36,162,33,4,258,65,87,2
5095,28,38,101,34,5,201,41,117,2
5097,36,52,130,35,5,253,51,74,2
5098,30,36,49,35,4,150,38,86,2
5099,27,36,162,33,4,258,65,87,2
5100,36,42,177,35,5,290,58,98,2
5101,45,54,268,33,6,400,67,86,0
5102,31,40,58,33,5,162,33,77,2
5103,34,29,92,35,6,190,32,85,2
5104,32,31,98,35,7,196,28,82,2
5105,28,42,156,35,6,261,44,77,2
5107,45,54,268,33,6,400,67,86,0
5108,25,46,208,33,6,312,52,122,0
5110,28,46,76,33,5,183,37,78,2
5111,31,43,104,36,7,214,31,86,2
5112,28,32,141,31,4,232,58,69,2
5113,23,30,105,31,4,189,48,84,2
5114,33,31,64,32,6,160,27,78,2
5116,29,36,25,32,4,122,31,94,2
5117,41,50,98,33,5,222,45,82,2
5118,62,38,100,34,4,234,59,102,2
5123,27,28,110,35,4,200,50,96,2
5125,28,24,63,31,4,146,37,85,2
5128,27,34,60,34,4,155,39,84,2
5129,35,46,195,33,5,309,62,101,0
5130,44,48,189,33,5,314,63,105,0
5131,46,36,132,32,8,246,31,73,2
5132,30,45,230,33,4,338,85,106,0
5133,35,46,195,33,5,309,62,101,0
5134,44,48,189,33,5,314,63,105,0
5135,28,32,99,32,4,191,48,86,2
5137,25,29,84,33,4,171,43,110,2
5142,20,31,111,36,5,198,40,105,2
5143,20,31,111,36,5,198,40,105,2
5144,29,39,307,32,5,407,82,125,0
5145,37,36,201,33,5,307,62,102,0
5146,29,39,307,32,5,407,82,125,0
5148,20,31,111,36,5,198,40,105,2
5151,22,44,265,34,5,365,73,95,0
5152,22,44,265,34,5,365,73,95,0
5153,28,23,81,31,4,163,41,105,2
5154,15,42,151,32,6,240,40,83,2
5155,21,37,142,38,5,238,48,73,2
5156,28,23,81,31,4,163,41,105,2
5157,22,44,265,34,5,365,73,95,0
5159,28,32,75,32,6,167,28,75,2
5160,12,50,159,30,4,251,63,79,0
5161,34,28,74,31,3,167,56,98,2
5162,12,50,159,30,4,251,63,79,0
5163,28,32,75,32,6,167,28,75,2
5164,27,36,161,31,4,255,64,71,2
5167,34,35,89,32,7,190,28,87,2
5168,27,36,161,31,4,255,64,71,2
5173,21,36,159,33,5,249,50,80,2
5174,28,27,88,33,4,176,44,88,2
5175,36,48,225,33,6,342,57,91,0
5176,27,35,99,32,6,193,33,95,2
5177,22,38,90,32,4,182,46,61,2
5178,28,28,122,31,4,209,53,70,2
5179,21,26,124,31,4,202,51,89,2
5180,24,23,108,33,5,188,38,75,2
5181,32,37,65,34,5,168,34,68,2
5183,28,28,122,31,4,209,53,70,2
5185,28,44,113,35,4,220,55,108,2
5186,71,42,249,30,5,392,79,77,0
5188,71,42,249,30,5,392,79,77,0
5190,36,53,116,35,4,240,60,84,2
5191,27,43,114,35,4,219,55,108,2
5192,28,44,113,35,4,220,55,108,2
5193,32,49,144,33,4,258,65,93,0
5194,29,31,57,33,4,150,38,96,2
5195,28,34,53,31,5,146,30,111,2
5196,28,42,181,33,4,284,71,110,0
5198,38,53,249,34,6,374,63,105,0
5199,30,49,219,33,4,331,83,88,0
5200,24,39,137,35,6,235,40,85,2
5204,48,56,213,32,5,349,70,91,0
5205,24,47,207,32,6,310,52,97,0
5209,48,56,213,32,5,349,70,91,0
5210,18,47,105,34,5,204,41,86,2
5212,25,44,252,30,5,351,71,83,0
5213,24,47,207,32,6,310,52,97,0
5214,30,37,47,31,4,145,37,67,2
5216,33,41,78,34,5,186,38,76,2
5217,24,44,235,32,6,335,56,104,0
5222,28,31,367,32,4,458,115,83,0
5223,28,29,80,33,3,170,57,68,2
5224,61,41,251,31,5,384,77,122,0
5225,33,41,78,34,5,186,38,76,2
5227,20,117,173,34,4,344,86,113,0
5228,20,118,174,34,4,346,87,117,0
5229,25,36,151,32,4,244,61,77,2
5230,25,36,151,32,4,244,61,77,2
5231,51,45,291,33,5,420,84,90,0
5232,25,36,151,32,4,244,61,77,2
5234,0,20,48,34,4,102,26,89,2
5237,32,14,69,34,7,149,22,90,2
5238,32,17,148,33,4,230,58,88,2
5239,33,47,133,33,6,246,41,98,2
5240,40,52,159,33,9,284,32,112,2
5241,40,52,159,33,9,284,32,112,2
5247,25,32,124,30,4,211,53,86,2
5248,37,35,80,34,5,186,38,90,2
5249,60,37,126,31,6,254,43,62,2
5251,33,36,138,34,6,241,41,73,2
5252,17,60,279,33,5,389,78,107,0
5253,32,47,182,36,4,297,75,73,1
5254,26,38,67,32,3,163,55,83,2
5261,12,50,129,36,5,227,46,67,1
5263,54,35,61,34,3,184,62,110,2
5266,28,32,54,33,6,147,25,102,2
5267,26,30,160,32,4,248,62,58,2
5269,18,44,219,33,5,314,63,117,0
5270,29,25,83,32,3,169,57,85,2
5272,30,29,7,35,4,101,26,81,2
5273,20,53,145,35,6,253,43,82,2
5274,19,49,113,34,4,215,54,98,2
5275,30,29,7,35,4,101,26,81,2
5277,25,85,309,32,5,451,91,75,0
5278,27,37,170,32,4,266,67,75,2
5279,41,44,239,34,8,358,45,136,0
5283,30,28,105,33,6,196,33,89,2
5284,41,44,239,34,8,358,45,136,0
5285,37,87,169,32,5,325,65,83,0
5286,27,30,160,33,3,250,84,95,0
5287,35,40,97,35,6,207,35,97,2
5291,27,37,170,32,4,266,67,75,2
5292,30,28,105,33,6,196,33,89,2
5293,25,85,309,32,5,451,91,75,0
5294,40,53,93,33,7,219,32,117,2
5295,44,51,80,32,8,207,26,95,2
5296,41,44,239,34,8,358,45,136,0
5297,34,36,58,32,7,160,23,88,2
5298,37,87,169,32,5,325,65,83,0
5299,27,76,147,32,5,282,57,80,2
5301,31,50,272,32,5,385,77,82,0
5302,31,50,272,32,5,385,77,82,0
5303,31,50,272,32,5,385,77,82,0
5304,31,50,272,32,5,385,77,82,0
5305,34,37,55,31,5,157,32,101,2
5308,9,39,115,33,4,196,49,109,2
5309,9,20,3,34,3,66,22,61,2
5310,31,50,272,32,5,385,77,82,0
5312,23,49,242,33,5,347,70,101,0
5313,30,28,130,30,4,218,55,90,2
5315,26,41,91,32,4,190,48,85,2
5316,24,53,153,32,5,262,53,76,2
5317,22,50,277,32,5,381,77,79,0
5320,23,68,156,32,6,279,47,84,2
5323,33,51,78,35,7,197,29,85,2
5326,28,36,136,35,4,235,59,102,2
5329,20,35,304,32,5,391,79,114,0
5332,34,29,56,34,7,153,22,95,2
5333,29,42,284,35,4,390,98,84,0
5335,48,26,100,34,8,208,26,74,2
5336,72,167,142,31,5,412,83,121,0
5344,28,51,251,31,4,361,91,85,0
5346,30,70,219,30,4,349,88,123,0
5349,28,51,251,31,4,361,91,85,0
5351,34,40,117,34,5,225,45,81,2
5352,33,42,117,34,5,226,46,80,2
5354,32,15,131,31,4,209,53,103,2
5355,23,39,123,34,5,219,44,66,2
5356,34,40,117,34,5,225,45,81,2
5357,33,42,117,34,5,226,46,80,2
5358,32,15,131,31,4,209,53,103,2
5361,35,25,124,29,5,213,43,66,2
5362,24,17,86,32,4,159,40,78,2
5363,15,26,56,35,8,132,17,85,2
5364,17,33,242,32,5,324,65,115,0
5368,17,33,242,32,5,324,65,115,0
5369,31,14,89,32,6,166,28,71,2
5370,28,42,190,33,4,293,74,117,0
5372,12,9,7,34,4,62,16,121,2
5374,28,18,95,34,3,175,59,97,2
5375,31,40,119,32,6,222,37,85,2
5376,28,18,95,34,3,175,59,97,2
5377,30,22,90,36,6,178,30,94,2
5378,45,22,98,33,7,198,29,87,2
5379,39,40,251,35,6,365,61,117,0
5380,29,20,145,33,3,227,76,87,2
5381,30,18,155,32,3,235,79,79,0
5382,45,50,195,33,5,323,65,108,0
5385,48,37,254,32,3,371,124,118,0
5386,44,43,195,33,5,315,63,110,0
5387,52,44,194,33,5,323,65,109,0
5388,52,47,192,33,5,324,65,108,0
5389,45,50,195,33,5,323,65,108,0
5390,50,51,191,33,5,325,65,102,0
5391,30,43,188,32,6,293,49,109,2
5392,26,49,208,33,6,316,53,119,0
5394,27,64,247,33,5,371,75,85,0
5396,21,98,219,32,5,370,74,69,1
5398,28,42,105,33,6,208,35,77,2
5399,30,36,123,31,7,220,32,63,2
5400,30,33,92,32,5,187,38,76,2
5401,39,57,108,32,5,236,48,77,2
5402,34,42,131,31,4,238,60,72,2
5404,30,33,92,32,5,187,38,76,2
5405,21,98,219,32,5,370,74,69,1
5406,62,41,150,31,6,284,48,63,2
5407,62,42,150,31,6,285,48,63,2
5409,34,60,230,34,5,358,72,98,0
5412,28,42,105,33,6,208,35,77,2
5413,28,49,224,34,5,335,67,87,0
5414,32,42,107,34,3,215,72,74,2
5419,20,39,104,31,4,194,49,90,2
5422,49,52,196,33,5,330,66,104,0
5423,30,42,93,32,6,197,33,87,2
5425,26,34,111,35,4,206,52,92,2
5428,23,35,81,33,6,172,29,80,2
5429,23,34,131,36,3,224,75,79,2
5431,19,86,137,30,4,272,68,86,0
